name	type	units	low_cutoff	high_cutoff	description	sampling_frequency	status	status_description
Event	MISC	n/a	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LTP 1	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LTP 2	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LTP 3	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LTP 4	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LTP 5	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LTP 6	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LTP 7	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LTP 8	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LENT 1	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LENT 2	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LENT 3	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LENT 4	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LENT 5	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LENT 6	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LENT 7	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LENT 8	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LAMY 1	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LAMY 2	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LAMY 3	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LAMY 4	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LAMY 5	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LAMY 6	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LAMY 7	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LAMY 8	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LAMY 9	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LAMY 10	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LAMY 11	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LAMY 12	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LAMY 13	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LAMY 14	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LAH 1	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LAH 2	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LAH 3	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LAH 4	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LAH 5	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LAH 6	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LAH 7	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LAH 8	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LAH 9	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LAH 10	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LPH 1	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LPH 2	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LPH 3	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LPH 4	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LPH 5	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LPH 6	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LPH 7	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LPH 8	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LPH 9	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LPH 10	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LTPO 1	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LTPO 2	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LTPO 3	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LTPO 4	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LTPO 5	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LTPO 6	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LTPO 7	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LTPO 8	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LPIT 1	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LPIT 2	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LPIT 3	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LPIT 4	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LPIT 5	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LPIT 6	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LPIT 7	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LPIT 8	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LPIT 9	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LPIT 10	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LSMA 1	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	bad	n/a
LSMA 2	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LSMA 3	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LSMA 4	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LSMA 5	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LSMA 6	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LSMA 7	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LSMA 8	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LSMA 9	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LSMA 10	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LSMA 11	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LSMA 12	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LSMA 13	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LSMA 14	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RENT 1	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RENT 2	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RENT 3	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RENT 4	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RENT 5	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	bad	n/a
RENT 6	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	bad	n/a
RENT 7	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RENT 8	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RAMY 1	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RAMY 2	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RAMY 3	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RAMY 4	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RAMY 5	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RAMY 6	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RAMY 7	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RAMY 8	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RAMY 9	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RAMY 10	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RAMY 11	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RAMY 12	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RAMY 13	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RAMY 14	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RAH 1	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RAH 2	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RAH 3	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RAH 4	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RAH 5	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RAH 6	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RAH 7	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RAH 8	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RAH 9	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RAH 10	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RAH 11	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RAH 12	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RAH 13	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RAH 14	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RPH 1	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RPH 2	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RPH 3	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RPH 4	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RPH 5	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RPH 6	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RPH 7	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RPH 8	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RPH 9	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RPH 10	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
