name	type	units	low_cutoff	high_cutoff	description	sampling_frequency	status	status_description
Event	MISC	n/a	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LTP1	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LTP2	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LTP3	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LTP4	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LTP5	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LTP6	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LTP7	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LTP8	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LENT1	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LENT2	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LENT3	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LENT4	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LENT5	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LENT6	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LAMY1	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LAMY2	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LAMY3	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LAMY4	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LAMY7	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LAMY8	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LAMY9	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LAMY10	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LAH1	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LAH2	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LAH3	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LAH4	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LAH7	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LAH8	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LAH9	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LAH10	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LPH1	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LPH2	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LPH3	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LPH4	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LPH5	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LPH6	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LPH7	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LPH8	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LPH9	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LPH10	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LPINS1	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LPINS2	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LPINS3	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LPINS4	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LPINS5	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LPINS6	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LPINS7	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LPINS8	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LSTG1	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LSTG2	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LSTG3	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LSTG4	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LSTG5	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LSTG6	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LSTG7	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LSTG8	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LTPO1	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LTPO2	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LTPO3	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LTPO4	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LTPO5	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LTPO6	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LTPO7	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LTPO8	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LOFC1	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LOFC2	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LOFC3	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LOFC4	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LOFC5	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LOFC6	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LOFC7	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LOFC8	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LACIN1	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LACIN2	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LACIN3	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LACIN4	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LACIN7	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LACIN8	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LSMAI1	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LASMI2	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LASMI3	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LASMI4	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LASMI5	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LASMI6	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LASMI9	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LASMI10	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LASMI13	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LASMI14	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LASMI15	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LASMI16	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LSUP1	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LSUP2	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LSUP3	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LSUP4	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LSUP5	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LSUP6	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LSSENS1	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LSSENS2	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LSSENS3	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LSSENS4	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LSSENS5	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LSSENS6	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LSSENS7	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LSSENS8	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LTPL1	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LTPL2	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LTPL3	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LTPL4	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LTPL5	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LTPL6	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LTPL7	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	bad	n/a
LTPL8	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	bad	n/a
LSPL1	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LSPL2	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LSPL3	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LSPL4	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LSPL5	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LSPL6	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RAH1	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RAH2	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RAH3	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RAH4	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RAH5	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RAH6	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RAH7	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RAH8	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
C127	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
C128	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
