name	type	units	low_cutoff	high_cutoff	description	sampling_frequency	status	status_description
Event	MISC	n/a	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LENT 1	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LENT 2	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LENT 3	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LENT 4	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LENT 5	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LENT 6	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LENT 7	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LAMY 1	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LAMY 2	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LAMY 3	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LAMY 4	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LAMY 5	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LAMY 6	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LAMY 7	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LPHG 1	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LPHG 2	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LPHG 3	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LPHG 4	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LPHG 5	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LPHG 6	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LPHG 7	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LPLI 1	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LPLI 2	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LPLI 3	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LPLI 4	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LPLI 5	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LPLI 6	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LPLI 7	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LPLI 8	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LPLI 9	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LSTG 1	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LSTG 2	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LSTG 3	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LSTG 4	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LSTG 5	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	bad	n/a
LSTG 6	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	bad	n/a
LSTG 7	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	bad	n/a
LSTG 8	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	bad	n/a
LPIT 1	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LPIT 2	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LPIT 3	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LPIT 4	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LPIT 5	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LPIT 6	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LPIT 7	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LTPO 1	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	bad	n/a
LTPO 2	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	bad	n/a
LTPO 3	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LTPO 4	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LTPO 5	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LTPO 6	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LTPO 7	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LTPO 8	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LBRI 1	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LBRI 2	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LBRI 3	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LBRI 4	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LBRI 5	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LBRI 6	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LBRI 7	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
