name	type	units	low_cutoff	high_cutoff	description	sampling_frequency	status	status_description
RPLIN5	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RAIN1	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RAIN2	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RAIN3	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RAIN4	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RAIN5	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RACG1	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RACG2	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RACG3	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RACG4	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RACG5	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RACG6	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RACG7	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
ROFC1	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
ROFC2	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
ROFC3	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
ROFC4	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
ROFC5	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
ROFC6	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
ROFC7	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
ROFC8	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
ROFC9	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RSLS1	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RSLS2	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RSLS3	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RSLS4	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RSLS5	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RSLS6	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RSLS7	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RSLS8	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RSLS9	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RALS1	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RALS2	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RALS3	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RALS4	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RALS5	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RPLS1	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RPLS2	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RPLS3	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RPLS4	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
RPLS5	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
C127	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
C128	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
