name	type	units	low_cutoff	high_cutoff	description	sampling_frequency	status	status_description
Event	MISC	n/a	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LATP 1	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LATP 2	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LATP 3	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LATP 4	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LATP 5	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LATP 6	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LATP 7	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LAMG 1	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LAMG 2	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LAMG 3	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LAMG 4	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LAMG 5	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LAMG 6	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LAMG 7	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LAMG 8	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LAMG 9	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LAHP 1	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LAHP 2	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LAHP 3	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LAHP 4	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LAHP 5	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LAHP 6	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LAHP 7	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LPLI 1	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LPLI 2	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LPLI 3	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LPLI 4	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LPLI 5	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LPLI 6	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LPLI 7	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LSTG 1	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LSTG 2	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LSTG 3	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LSTG 4	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LSTG 5	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LSTG 6	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LSTG 7	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LSTG 8	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LOFC 1	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LOFC 2	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LOFC 3	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LOFC 4	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LOFC 5	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LOFC 6	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LOFC 7	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LOFC 8	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LSMA 1	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LSMA 2	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
LSMA 3	SEEG	µV	0	499.706055261611	StereoEEG	999.412110523222	good	n/a
